SemanticAnahtar,StandartParametre_TR,StandartParametre_EN,KaynakDil,KaynakIfade,Description_TR,Description_EN,DataType,GroupName,CeviriKaynagi,GozdenGecirmeDurumu,EN_GroupName
elk_devre_tipi,TR_ELK_DevreTipi,EN_ElecCircuitType,tr,TR_ELK_DevreTipi,Devre tipi: Aydınlatma/Priz/Motor/Güç,Circuit type: Lighting / Socket / Motor / Power,TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_pano_adi,TR_ELK_PanoAdi,EN_ElecPanelName,tr,TR_ELK_PanoAdi,"Bağlı pano adı (örn: DP-01, ATP-01)","Connected panel name (e.g. DB-01, MDB-01)",TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_devre_no,TR_ELK_DevreNo,EN_ElecCircuitNumber,tr,TR_ELK_DevreNo,Devre numarası,Circuit number,TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_guvenlik_sinifi,TR_ELK_GuvenlikSinifi,EN_ElecProtectionClass,tr,TR_ELK_GuvenlikSinifi,Güvenlik sınıfı: IP20/IP44/IP65/IP67,Protection class: IP20 / IP44 / IP65 / IP67,TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_yanginda_calisma_suresi,TR_ELK_YangindaCalismaSuresi,EN_ElecFireOperationDuration,tr,TR_ELK_YangindaCalismaSuresi,Yangında çalışma süresi dk (acil devre),Fire operation duration in minutes (emergency circuit),NUMBER,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_koruma_tipi,TR_ELK_KorumaTipi,EN_ElecProtectionDeviceType,tr,TR_ELK_KorumaTipi,Koruma tipi: MCB/MCCB/RCD/AFCI,Protection device type: MCB / MCCB / RCD / AFCI,TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
elk_sistem_adi,TR_ELK_SistemAdi,EN_ElecSystemName,tr,TR_ELK_SistemAdi,Elektrik sistemi kodu (örn: ELK-GUC-01),Electrical system code (e.g. ELK-PWR-01),TEXT,TR-ELEKTRİK GÜÇ SİSTEMLERİ,shared_param_definition,guncellendi,EN-ELECTRICAL POWER SYSTEMS
za_sistem_tipi,TR_ZA_SistemTipi,EN_ELVSystemType,tr,TR_ZA_SistemTipi,Sistem: Data/Tel/CCTV/Kart/Alarm/OKS/BMS,System: Data / Tel / CCTV / Access / Alarm / BAS / BMS,TEXT,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_kable_tipi,TR_ZA_KableTipi,EN_ELVCableType,tr,TR_ZA_KableTipi,Kablo tipi: Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y,Cable type: Cat6 / Cat6A / FO / Coaxial / J-Y(ST)Y,TEXT,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_cihaz_adi,TR_ZA_CihazAdi,EN_ELVDeviceName,tr,TR_ZA_CihazAdi,Cihaz adı / modeli,Device name / model,TEXT,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_zon_no,TR_ZA_ZonNo,EN_ELVZoneNumber,tr,TR_ZA_ZonNo,Bölge/Zone numarası (yangın alarm vb),Zone number (fire alarm etc.),TEXT,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_ipadresi,TR_ZA_IPAdresi,EN_ELVIPAddress,tr,TR_ZA_IPAdresi,IP adresi (ağ cihazları için),IP address (for networked devices),TEXT,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_guc_tuketimi,TR_ZA_GucTuketimi,EN_ELVPowerConsumption,tr,TR_ZA_GucTuketimi,Güç tüketimi (W),Power consumption (W),NUMBER,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_poevar_mi,TR_ZA_POEVarMi,EN_ELVHasPOE,tr,TR_ZA_POEVarMi,PoE (Power over Ethernet) var mı?,Is there PoE (Power over Ethernet)?,YESNO,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
za_sistem_adi,TR_ZA_SistemAdi,EN_ELVSystemName,tr,TR_ZA_SistemAdi,"Sistem kodu (örn: BMS-01, CCTV-01)","System code (e.g. BMS-01, CCTV-01)",TEXT,TR-ZAYIF AKIM SİSTEMLERİ,shared_param_definition,guncellendi,EN-LOW VOLTAGE / ELV SYSTEMS
mep_kontrol_durumu,TR_MEP_KontrolDurumu,EN_MEPReviewStatus,tr,TR_MEP_KontrolDurumu,Kontrol durumu: Uygun / İncelemede / Revize,Review status: Compliant / Under review / Revised,TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_revizyon_gerekiyor_mu,TR_MEP_RevizyonGerekiyorMu,EN_MEPRevisionRequired,tr,TR_MEP_RevizyonGerekiyorMu,Revizyon gerekiyor mu? (QC bayrağı),Revision required? (QC flag),YESNO,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_kontrol_eden,TR_MEP_KontrolEden,EN_MEPCheckedBy,tr,TR_MEP_KontrolEden,Kontrol eden mühendis adı soyadı,Checking engineer full name,TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_kontrol_tarihi,TR_MEP_KontrolTarihi,EN_MEPCheckDate,tr,TR_MEP_KontrolTarihi,Kontrol tarihi (YYYY-AA-GG),Check date (YYYY-MM-DD),TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_onaylayan,TR_MEP_Onaylayan,EN_MEPApprovedBy,tr,TR_MEP_Onaylayan,Onaylayan mühendis adı soyadı,Approving engineer full name,TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_onay_tarihi,TR_MEP_OnayTarihi,EN_MEPApprovalDate,tr,TR_MEP_OnayTarihi,Onay tarihi (YYYY-AA-GG),Approval date (YYYY-MM-DD),TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_clash_cozuldu_mu,TR_MEP_ClashCozulduMu,EN_MEPClashResolved,tr,TR_MEP_ClashCozulduMu,Çakışma sorunu çözüldü mü?,Has the clash issue been resolved?,YESNO,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_aciklama,TR_MEP_Aciklama,EN_MEPNote,tr,TR_MEP_Aciklama,Açıklama / uyarı notu,Description / warning note,TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_hesap_model_id,TR_MEP_HesapModelID,EN_MEPCalculationModelID,tr,TR_MEP_HesapModelID,Bağlı hesap modeli ID,Linked calculation model ID,TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_ifcexport_sinifi,TR_MEP_IFCExportSinifi,EN_MEPIFCExportClass,tr,TR_MEP_IFCExportSinifi,IFC export sınıfı (08_MEP / alt kategori),IFC export class (08_MEP / subcategory),TEXT,TR-MEP QA/QC KONTROL,shared_param_definition,guncellendi,EN-MEP QA/QC REVIEW
mep_poz_no,TR_MEP_PozNo,EN_MEPItemNumber,tr,TR_MEP_PozNo,ÇŞB/YİGM MEP poz numarası,MoEUA / YIGM MEP unit price item number,TEXT,TR-MEP METRAJ VE POZ,shared_param_definition,guncellendi,EN-MEP QTO & UNIT PRICE
mep_poz_adi,TR_MEP_PozAdi,EN_MEPItemName,tr,TR_MEP_PozAdi,Poz adı,Unit price item name,TEXT,TR-MEP METRAJ VE POZ,shared_param_definition,guncellendi,EN-MEP QTO & UNIT PRICE
mep_birim,TR_MEP_Birim,EN_MEPUnit,tr,TR_MEP_Birim,Birim: m / m2 / adet / kW vb,Unit: m / m2 / pcs / kW etc.,TEXT,TR-MEP METRAJ VE POZ,shared_param_definition,guncellendi,EN-MEP QTO & UNIT PRICE
mep_miktar,TR_MEP_Miktar,EN_MEPQuantity,tr,TR_MEP_Miktar,Miktar,Quantity,NUMBER,TR-MEP METRAJ VE POZ,shared_param_definition,guncellendi,EN-MEP QTO & UNIT PRICE
mep_birim_fiyat,TR_MEP_BirimFiyat,EN_MEPUnitPrice,tr,TR_MEP_BirimFiyat,Birim fiyat (TL),Unit price (TRY),CURRENCY,TR-MEP METRAJ VE POZ,shared_param_definition,guncellendi,EN-MEP QTO & UNIT PRICE
mep_toplam_tutar,TR_MEP_ToplamTutar,EN_MEPTotalAmount,tr,TR_MEP_ToplamTutar,Toplam tutar (TL),Total amount (TRY),CURRENCY,TR-MEP METRAJ VE POZ,shared_param_definition,guncellendi,EN-MEP QTO & UNIT PRICE
sinif_sistemi,TR_SinifSistemi,EN_ClassificationSystem,tr,TR_SinifSistemi,Kullanılan ana sınıflandırma sistemi (TR_BIM / NL-SfB / UniClass / özel idare standardı),Classification system in use (TR_BIM / NL-SfB / UniClass / custom authority standard),TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
sinif_kod1,TR_SinifKod1,EN_ClassificationCode1,tr,TR_SinifKod1,Birincil sınıflandırma kodu,Primary classification code,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
sinif_kod2,TR_SinifKod2,EN_ClassificationCode2,tr,TR_SinifKod2,İkincil sınıflandırma kodu,Secondary classification code,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
sinif_kod3,TR_SinifKod3,EN_ClassificationCode3,tr,TR_SinifKod3,Üçüncül sınıflandırma kodu,Tertiary classification code,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
sinif_adi,TR_SinifAdi,EN_ClassificationName,tr,TR_SinifAdi,Sınıflandırma adının okunabilir karşılığı,Human-readable classification name,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
eleman_kod,TR_ElemanKod,EN_ElementCode,tr,TR_ElemanKod,Eleman / tip / sistem kodu,Element / type / system code,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
eleman_adi,TR_ElemanAdi,EN_ElementName,tr,TR_ElemanAdi,Eleman / tip / sistem adı,Element / type / system name,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
eleman_aile_kodu,TR_ElemanAileKodu,EN_ElementFamilyCode,tr,TR_ElemanAileKodu,Aile / ürün ailesi kodu,Family / product family code,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
malzeme_sinif_kodu,TR_MalzemeSinifKodu,EN_MaterialClassCode,tr,TR_MalzemeSinifKodu,Malzeme sınıf kodu,Material class code,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
malzeme_sinif_adi,TR_MalzemeSinifAdi,EN_MaterialClassName,tr,TR_MalzemeSinifAdi,Malzeme sınıf adı,Material class name,TEXT,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
is_dis_eleman,TR_IsDisEleman,EN_IsExteriorElement,tr,TR_IsDisEleman,Eleman dış ortam / dış kabuk ile ilişkili mi?,Is the element associated with the exterior / building envelope?,YESNO,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
is_tasiyici,TR_IsTasiyici,EN_IsStructural,tr,TR_IsTasiyici,Eleman taşıyıcı görev yapıyor mu?,Does the element perform a load-bearing function?,YESNO,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,shared_param_definition,guncellendi,EN-CLASSIFICATION & CODING SYSTEMS
bes_ana_kod,TR_BES_AnaKod,EN_BESAnaCode,tr,TR_BES_AnaKod,Bina eleman sınıflandırması ana grup kodu,Building element classification primary group code,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_ana_grup,TR_BES_AnaGrup,EN_BESAnaGroup,tr,TR_BES_AnaGrup,Bina eleman sınıflandırması ana grup adı,Building element classification primary group name,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_alt_kod,TR_BES_AltKod,EN_BESAltCode,tr,TR_BES_AltKod,Bina eleman sınıflandırması alt grup kodu,Building element classification sub-group code,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_alt_grup,TR_BES_AltGrup,EN_BESAltGroup,tr,TR_BES_AltGrup,Bina eleman sınıflandırması alt grup adı,Building element classification sub-group name,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_eleman_kodu,TR_BES_ElemanKodu,EN_BESElementCode,tr,TR_BES_ElemanKodu,Bina eleman sınıflandırması detay eleman kodu,Building element classification detail element code,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_eleman_adi,TR_BES_ElemanAdi,EN_BESElementName,tr,TR_BES_ElemanAdi,Bina eleman sınıflandırması detay eleman adı,Building element classification detail element name,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_islev,TR_BES_Islev,EN_BESFunctionalRole,tr,TR_BES_Islev,Elemanın işlevsel rolü,Functional role of the element,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_teknik_sistem,TR_BES_TeknikSistem,EN_BESTechnicalSystem,tr,TR_BES_TeknikSistem,Elemanın ait olduğu teknik sistem,Technical system the element belongs to,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_malzeme_ailesi,TR_BES_MalzemeAilesi,EN_BESMaterialFamily,tr,TR_BES_MalzemeAilesi,Baskın malzeme veya malzeme ailesi,Dominant material or material family,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_uretim_disiplini,TR_BES_UretimDisiplini,EN_BESManufacturingDiscipline,tr,TR_BES_UretimDisiplini,İmalat / disiplin sorumluluğu,Manufacturing / discipline responsibility,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_bakim_grubu,TR_BES_BakimGrubu,EN_BESMaintenanceGroup,tr,TR_BES_BakimGrubu,İşletme bakım grubu,Operations and maintenance group,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
bes_imalat_sirasi,TR_BES_ImalatSirasi,EN_BESConstructionSequence,tr,TR_BES_ImalatSirasi,Tavsiye edilen imalat sırası / paket ilişkisi,Recommended construction sequence / package relationship,TEXT,TR-BİNA ELEMAN SINIFLANDIRMASI,shared_param_definition,guncellendi,EN-BUILDING ELEMENT CLASSIFICATION
csb_bina_grubu_kod,TR_CSB_BinaGrubuKod,EN_CSBBuildingGroupCode,tr,TR_CSB_BinaGrubuKod,ÇŞİDB / idare bina grubu kodu,MoEUA / authority building group code,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_bina_grubu_adi,TR_CSB_BinaGrubuAdi,EN_CSBBuildingGroupName,tr,TR_CSB_BinaGrubuAdi,ÇŞİDB / idare bina grubu adı,MoEUA / authority building group name,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_yapi_sinifi_kod,TR_CSB_YapiSinifiKod,EN_CSBBuildingClassCode,tr,TR_CSB_YapiSinifiKod,Yapı sınıfı kodu,Building class code,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_yapi_sinifi_adi,TR_CSB_YapiSinifiAdi,EN_CSBBuildingClassName,tr,TR_CSB_YapiSinifiAdi,Yapı sınıfı adı,Building class name,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_poz_no,TR_CSB_PozNo,EN_CSBItemNumber,tr,TR_CSB_PozNo,Poz numarası,Unit price item number,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_poz_tanimi,TR_CSB_PozTanimi,EN_CSBItemDefinition,tr,TR_CSB_PozTanimi,Poz tanımı,Unit price item definition,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_poz_birim,TR_CSB_PozBirim,EN_CSBItemUnit,tr,TR_CSB_PozBirim,Poz ölçü birimi,Unit price item unit of measure,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_poz_ana_grup,TR_CSB_PozAnaGrup,EN_CSBItemPrimaryGroup,tr,TR_CSB_PozAnaGrup,Pozun ait olduğu ana mantıksal grup,Primary logical group the item belongs to,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_poz_alt_grup,TR_CSB_PozAltGrup,EN_CSBItemSubGroup,tr,TR_CSB_PozAltGrup,Pozun ait olduğu alt mantıksal grup,Sub-group the item belongs to,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_rayic_kod,TR_CSB_RayicKod,EN_CSBRateCode,tr,TR_CSB_RayicKod,Rayiç kodu,Schedule of rates code,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_rayic_tanimi,TR_CSB_RayicTanimi,EN_CSBRateDefinition,tr,TR_CSB_RayicTanimi,Rayiç tanımı,Schedule of rates description,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_is_kalemi_turu,TR_CSB_IsKalemiTuru,EN_CSBWorkItemType,tr,TR_CSB_IsKalemiTuru,İş kalemi türü: imalat / rayiç / ekipman / hizmet,Work item type: construction / rate / equipment / service,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_birim_fiyat_yili,TR_CSB_BirimFiyatYili,EN_CSBUnitPriceYear,tr,TR_CSB_BirimFiyatYili,Birim fiyat yılı,Unit price year,INTEGER,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_birim_fiyat_kaynak,TR_CSB_BirimFiyatKaynak,EN_CSBUnitPriceSource,tr,TR_CSB_BirimFiyatKaynak,"Birim fiyat kaynağı (ÇŞİDB, idare, özel analiz vb.)","Unit price source (MoEUA, authority, private analysis etc.)",TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_analiz_girdisi,TR_CSB_AnalizGirdisi,EN_CSBIsAnalysisInput,tr,TR_CSB_AnalizGirdisi,İş kalemi analiz girdisi olarak kullanılacak mı?,To be used as a work item analysis input?,YESNO,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_2026_sinif_grup_kodu,TR_CSB_2026_SinifGrupKodu,EN_CSB2026ClassGroupCode,tr,TR_CSB_2026_SinifGrupKodu,ÇŞB 2026 yapı sınıfı ve grup kodu (ör. III-B),MoEUA 2026 building class and group code (e.g. III-B),TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_2026_sinif_grup_adi,TR_CSB_2026_SinifGrupAdi,EN_CSB2026ClassGroupName,tr,TR_CSB_2026_SinifGrupAdi,ÇŞB 2026 yapı sınıfı ve grup adı,MoEUA 2026 building class and group name,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_2026_birim_maliyet,TR_CSB_2026_BirimMaliyet,EN_CSB2026UnitCost,tr,TR_CSB_2026_BirimMaliyet,ÇŞB 2026 yapı yaklaşık birim maliyeti (TL/m²),MoEUA 2026 approximate unit construction cost (TRY/m²),NUMBER,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_2026_maliyet_kapsami,TR_CSB_2026_MaliyetKapsami,EN_CSB2026CostScope,tr,TR_CSB_2026_MaliyetKapsami,ÇŞB 2026 birim maliyet kapsam / hariç tutulan giderler notu,MoEUA 2026 unit cost scope / excluded expenses note,MULTILINETEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_yapi_ana_fonksiyonu,TR_CSB_YapiAnaFonksiyonu,EN_CSBBuildingPrimaryFunction,tr,TR_CSB_YapiAnaFonksiyonu,Yapının ana işlevi / kullanım türü,Main function / use type of the building,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
csb_yapi_alt_fonksiyonu,TR_CSB_YapiAltFonksiyonu,EN_CSBBuildingSubFunction,tr,TR_CSB_YapiAltFonksiyonu,Yapının alt işlevi / detay kullanım türü,Sub-function / detailed use type of the building,TEXT,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,shared_param_definition,guncellendi,EN-MOEU 2026 BUILDING CLASS & COST BREAKDOWN
mahal_kodu,TR_MahalKodu,EN_RoomCode,tr,TR_MahalKodu,Mahal / room / zone kodu,Room / space / zone code,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
mahal_adi,TR_MahalAdi,EN_RoomName,tr,TR_MahalAdi,Mahal adı,Room / space name,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
mahal_fonksiyonu,TR_MahalFonksiyonu,EN_RoomFunction,tr,TR_MahalFonksiyonu,Mahal fonksiyonu / kullanım amacı,Room function / use purpose,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
blok_kodu,TR_BlokKodu,EN_BlockCode,tr,TR_BlokKodu,Blok / bina alt birim kodu,Block / building sub-unit code,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
kat_kodu,TR_KatKodu,EN_StoreyCode,tr,TR_KatKodu,Kat / seviye kodu,Floor / level code,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
zon_kodu,TR_ZonKodu,EN_ZoneCode,tr,TR_ZonKodu,Fonksiyonel / yangın / işletme zonu,Functional / fire / operational zone,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
aks_x,TR_AksX,EN_GridX,tr,TR_AksX,X aks referansı,X grid reference,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
aks_y,TR_AksY,EN_GridY,tr,TR_AksY,Y aks referansı,Y grid reference,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
konum_notu,TR_KonumNotu,EN_LocationNote,tr,TR_KonumNotu,Konumsal açıklama notu,Spatial description note,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
bina_bolumu,TR_BinaBolumu,EN_BuildingSection,tr,TR_BinaBolumu,Bina bölümü / kanat / çekirdek / servis alanı,Building section / wing / core / service area,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
faz_alani,TR_FazAlani,EN_PhaseArea,tr,TR_FazAlani,Faz / etap / inşaat bölgesi,Phase / stage / construction zone,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
isletme_bolgesi,TR_IsletmeBolgesi,EN_OperationsZone,tr,TR_IsletmeBolgesi,İşletme ve bakım bölgesi,Operations and maintenance zone,TEXT,TR-MAHAL VE KONUMSAL AYRIŞIM,shared_param_definition,guncellendi,EN-SPACE & LOCATION BREAKDOWN
ifc_export_et,TR_IFC_ExportEt,EN_IFCExportEt,tr,TR_IFC_ExportEt,Eleman IFC çıktısına dahil edilsin mi?,Should the element be included in IFC export?,YESNO,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
